gde_nr,gde_name,Kanton,Anb_1_change_in_prozent,Anb_1_differenz,Anb_1_entwicklung,Anb_1_gruppen,Anb_1_Name,Anb_1_preis_2018,Anb_1_preis_2019,Anb_1_preis_2020,Anb_1_preis_2021,Anb_1_preis_2022,Anb_1_preis_2023,Anb_1_preis_pro_2022,Anb_1_preis_pro_2023,Anb_1_rang,Anb_1_rang_preis_pro_2023,Anb_1_verbrauch,Anb_2_change_in_prozent,Anb_2_differenz,Anb_2_entwicklung,Anb_2_gruppen,Anb_2_Name,Anb_2_preis_2018,Anb_2_preis_2019,Anb_2_preis_2020,Anb_2_preis_2021,Anb_2_preis_2022,Anb_2_preis_2023,Anb_2_preis_pro_2022,Anb_2_preis_pro_2023,Anb_2_rang,Anb_2_rang_preis_pro_2023,Anb_2_verbrauch,Anb_3_change_in_prozent,Anb_3_differenz,Anb_3_entwicklung,Anb_3_gruppen,Anb_3_Name,Anb_3_preis_2018,Anb_3_preis_2019,Anb_3_preis_2020,Anb_3_preis_2021,Anb_3_preis_2022,Anb_3_preis_2023,Anb_3_preis_pro_2022,Anb_3_preis_pro_2023,Anb_3_rang,Anb_3_rang_preis_pro_2023,Anb_3_verbrauch,change_in_perc_schnitt,anzahl_anbieter
5557,Fontaines-sur-Grandson,VD,30.77,-360,-0.463999999999999,4,Romande Energie SA,23,29,19,19,26,18,1170,810,734,1736,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.77,1
5559,Giez,VD,12.5,90,-1.1,2,Romande Energie SA,22,26,21,25,16,18,720,810,1592,1736,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,1
5560,Grandevent,VD,7.41,-90,5.426,1,Romande Energie SA,20,19,24,23,27,25,1215,1125,1875,717,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.41,1
5561,Grandson,VD,33.33,-360,4.932,4,Romande Energie SA,15,19,24,30,24,16,1080,720,612,2037,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.33,1
5562,Mauborget,VD,7.41,-90,0.618000000000001,1,Romande Energie SA,30,27,26,17,27,25,1215,1125,1875,717,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.41,1
5563,Mutrux,VD,41.38,-540,-6.604,5,Romande Energie SA,28,30,26,23,29,17,1305,765,388,1893,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.38,1
5564,Novalles,VD,35.71,-450,7.896,4,Romande Energie SA,19,30,17,26,28,18,1260,810,568,1736,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.71,1
5565,Onnens (VD),VD,24,-270,0.500000000000001,3,Romande Energie SA,22,18,21,17,25,19,1125,855,1003,1592,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,1
5566,Provence,VD,37.5,-405,-0.581999999999999,4,Romande Energie SA,19,27,24,29,24,15,1080,675,509,2201,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5,1
5568,Sainte-Croix,VD,31.58,270,7.02,4,Romande Energie SA,26,17,30,20,19,25,855,1125,707,717,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.58,1
5571,Tévenon,VD,30,-405,-4.826,4,Romande Energie SA,29,28,24,27,30,21,1350,945,758,1305,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1
5581,Belmont-sur-Lausanne,VD,21.05,-180,-0.28,3,Services industriels de Belmont,19,16,17,27,19,15,855,675,1135,2201,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.05,1
5582,Cheseaux-sur-Lausanne,VD,16.67,-135,-1.566,3,Romande Energie SA,25,15,27,17,18,15,810,675,1350,2201,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.67,1
5583,Crissier,VD,20,135,6.098,3,SIE SA,18,20,17,27,15,18,675,810,1187,1736,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1
5584,Epalinges,VD,40,360,1.77,5,Services Industriels de Lausanne SIL,30,19,20,19,20,28,900,1260,426,275,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,1
5585,Jouxtens-Mézery,VD,33.33,270,14.052,4,Services Industriels de Lausanne SIL,17,26,20,29,18,24,810,1080,612,877,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.33,1
5586,Lausanne,VD,41.38,-540,-3.848,5,Services Industriels de Lausanne SIL,25,26,30,23,29,17,1305,765,388,1893,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.38,1
5587,Le Mont-sur-Lausanne,VD,43.75,315,16.214,5,Services Industriels de Lausanne SIL,19,24,15,29,16,23,720,1035,343,1030,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.75,1
5588,Paudex,VD,4.55,-45,-2.854,1,Romande Energie SA,27,30,22,28,22,21,990,945,2056,1305,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.55,1
5589,Prilly,VD,27.59,-360,-4.516,4,Services Industriels de Lausanne SIL,28,26,25,29,29,21,1305,945,858,1305,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.59,1
5590,Pully,VD,20.69,-270,3.638,3,Services industriels de Pully,23,20,26,20,29,23,1305,1035,1179,1030,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.69,1
5591,Renens (VD),VD,30,270,8.432,4,SIE SA,21,17,27,22,20,26,900,1170,758,572,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1
5592,Romanel-sur-Lausanne,VD,9.52,90,0.374,2,Romande Energie SA,27,29,28,16,21,23,945,1035,1769,1030,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.52,1
5601,Chexbres,VD,7.14,-90,6.608,1,Romande Energie SA,20,23,24,21,28,26,1260,1170,1895,572,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.14,1
5604,Forel (Lavaux),VD,0,0,12.068,1,Romande Energie SA,15,21,25,28,25,25,1125,1125,2196,717,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
5606,Lutry,VD,75,540,16.264,5,Romande Energie SA,19,29,28,28,16,28,720,1260,63,275,4500,4,-45,3.928,1,Services Industriels Lutry,20,22,25,25,25,24,1125,1080,2105,877,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5,2
5607,Puidoux,VD,4.76,-45,6.504,1,Romande Energie SA,17,20,15,23,21,20,945,900,2036,1450,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.76,1
5609,Rivaz,VD,43.33,-585,1.612,5,Romande Energie SA,20,17,17,21,30,17,1350,765,351,1893,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.33,1
5610,Saint-Saphorin (Lavaux),VD,25,225,13.872,3,Romande Energie SA,15,23,28,25,20,25,900,1125,948,717,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1
5611,Savigny,VD,13.79,-180,12.37,2,Romande Energie SA,19,26,15,18,29,25,1305,1125,1521,717,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.79,1
5613,Bourg-en-Lavaux,VD,8,90,13.996,2,Romande Energie SA,20,30,16,26,25,27,1125,1215,1841,429,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1
5621,Aclens,VD,9.09,90,-0.182,2,Romande Energie SA,25,25,20,20,22,24,990,1080,1784,877,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.09,1
5622,Bremblens,VD,40,360,8.006,5,Romande Energie SA,22,29,30,28,20,28,900,1260,426,275,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,1
5623,Buchillon,VD,40.74,-495,-5.652,5,Romande Energie SA,24,26,26,25,27,16,1215,720,414,2037,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.74,1
5624,Bussigny,VD,31.82,315,14.74,4,Romande Energie SA,17,15,23,28,22,29,990,1305,683,132,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.82,1
5625,Bussy-Chardonney,VD,50,405,3.922,5,Romande Energie SA,28,19,23,25,18,27,810,1215,235,429,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1
5627,Chavannes-près-Renens,VD,14.29,-135,-2.442,2,SIE SA,22,29,24,21,21,18,945,810,1490,1736,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.29,1
5628,Chigny,VD,80,540,20.732,5,Romande Energie SA,18,21,15,27,15,27,675,1215,54,429,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,1
5629,Clarmont,VD,8.7,-90,0.858,2,Romande Energie SA,23,18,26,21,23,21,1035,945,1804,1305,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,1
5631,Denens,VD,41.18,315,13.93,5,Romande Energie SA,16,27,27,24,17,24,765,1080,401,877,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.18,1
5632,Denges,VD,62.5,450,7.3,5,Romande Energie SA,27,30,18,25,16,26,720,1170,135,572,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.5,1
5633,Echandens,VD,56.25,405,15.708,5,Romande Energie SA,17,27,22,27,16,25,720,1125,195,717,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.25,1
5634,Echichens,VD,10.53,90,8.328,2,Romande Energie SA,18,20,18,30,19,21,855,945,1716,1305,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.53,1
5635,Ecublens (VD),VD,21.74,-225,6.28,3,SIE SA,17,30,30,23,23,18,1035,810,1103,1736,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.74,1
5636,Etoy,VD,23.81,225,-0.914,3,Société Electrique des Forces de l' Aubonne S.A.,30,23,28,24,21,26,945,1170,1014,572,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.81,1
5637,Lavigny,VD,19.05,-180,-2.398,3,Romande Energie SA,25,21,30,17,21,17,945,765,1256,1893,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.05,1
5638,Lonay,VD,10.34,-135,2.936,2,Romande Energie SA,24,19,23,27,29,26,1305,1170,1736,572,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.34,1
5639,Lully (VD),VD,21.74,-225,-1.738,3,Romande Energie SA,29,16,28,29,23,18,1035,810,1103,1736,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.74,1
5640,Lussy-sur-Morges,VD,7.41,-90,10.434,1,Romande Energie SA,16,15,20,24,27,25,1215,1125,1875,717,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.41,1
5642,Morges,VD,15,-135,6.564,2,Romande Energie SA,16,27,20,25,20,17,900,765,1470,1893,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1
5643,Préverenges,VD,9.09,90,4.652,2,Romande Energie SA,22,28,21,28,22,24,990,1080,1784,877,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.09,1
5644,Reverolle,VD,15.79,-135,-10.186,2,Romande Energie SA,28,26,22,18,19,16,855,720,1426,2037,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.79,1
5645,Romanel-sur-Morges,VD,5,45,8.614,1,Romande Energie SA,15,20,18,23,20,21,900,945,2018,1305,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1
5646,Saint-Prex,VD,0,0,11.408,1,Romande Energie SA,15,23,17,30,16,16,720,720,2196,2037,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
5648,Saint-Sulpice (VD),VD,11.54,-135,7.376,2,Services Industriels de Lausanne SIL,22,21,28,16,26,23,1170,1035,1664,1030,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.54,1
5649,Tolochenaz,VD,28,-315,-1.014,4,Romande Energie SA,21,26,22,21,25,18,1125,810,838,1736,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,1
5650,Vaux-sur-Morges,VD,30,270,2.158,4,Romande Energie SA,26,24,29,21,20,26,900,1170,758,572,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1
5651,Villars-Sainte-Croix,VD,16,-180,5.096,2,Romande Energie SA,18,16,20,27,25,21,1125,945,1405,1305,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1
5652,Villars-sous-Yens,VD,17.39,-180,10.062,3,Romande Energie SA,15,27,24,28,23,19,1035,855,1330,1592,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.39,1
5653,Vufflens-le-Château,VD,35.29,270,2.584,4,Romande Energie SA,23,27,28,24,17,23,765,1035,578,1030,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.29,1
5654,Vullierens,VD,0,0,7.504,1,Romande Energie SA,16,18,22,26,22,22,990,990,2196,1156,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
5655,Yens,VD,15.79,-135,-0.926,2,Romande Energie SA,19,27,21,18,19,16,855,720,1426,2037,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.79,1
5661,Boulens,VD,5.88,45,-2.016,1,Romande Energie SA,23,18,22,26,17,18,765,810,1966,1736,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.88,1
5663,Bussy-sur-Moudon,VD,12.5,90,4.8,2,Romande Energie SA,18,15,24,25,16,18,720,810,1592,1736,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,1
5665,Chavannes-sur-Moudon,VD,38.89,315,14.982,4,Romande Energie SA,16,24,26,15,18,25,810,1125,466,717,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.89,1
5669,Curtilles,VD,25,225,2.22,3,Romande Energie SA,24,21,17,20,20,25,900,1125,948,717,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1
5671,Dompierre (VD),VD,60,405,15.992,5,Romande Energie SA,15,21,26,25,15,24,675,1080,160,877,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1
5673,Hermenches,VD,11.11,-90,-7.684,2,Romande Energie SA,25,25,21,16,18,16,810,720,1677,2037,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,1
5674,Lovatens,VD,20,180,12.54,3,Romande Energie SA,15,15,23,18,20,24,900,1080,1187,877,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1
5675,Lucens,VD,18.18,180,1.1,3,Romande Energie SA,27,22,22,28,22,26,990,1170,1292,572,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.18,1
5678,Moudon,VD,4.55,-45,-0.62,1,Romande Energie SA,23,27,23,27,22,21,990,945,2056,1305,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.55,1
5680,Ogens,VD,0,0,9.024,1,Romande Energie SA,22,19,26,20,29,29,1305,1305,2196,132,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
5683,Prévonloup,VD,21.74,-225,-3.054,3,Romande Energie SA,25,16,22,21,23,18,1035,810,1103,1736,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.74,1
5684,Rossenges,VD,31.82,-315,-1.484,4,Romande Energie SA,20,23,21,15,22,15,990,675,683,2201,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.82,1
5688,Syens,VD,16,-180,5.36,2,Romande Energie SA,17,20,25,26,25,21,1125,945,1405,1305,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1
5690,Villars-le-Comte,VD,80,540,13.718,5,Romande Energie SA,30,15,29,24,15,27,675,1215,54,429,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,1
5692,Vucherens,VD,10.53,90,5.63,2,Romande Energie SA,21,16,28,20,19,21,855,945,1716,1305,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.53,1
5693,Montanaire,VD,35,315,10.008,4,Romande Energie SA,21,21,19,30,20,27,900,1215,583,429,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,1
5701,Arnex-sur-Nyon,VD,73.33,495,5.918,5,Romande Energie SA,26,23,27,23,15,26,675,1170,70,572,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.33,1
5702,Arzier-Le Muids,VD,18.75,135,5.434,3,Romande Energie SA,18,21,30,18,16,19,720,855,1275,1592,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.75,1
5703,Bassins,VD,44.83,-585,13.152,5,Romande Energie SA,15,25,24,16,29,16,1305,720,320,2037,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.83,1
5704,Begnins,VD,8.7,90,14.334,2,Société Electrique Intercommunale de La Côte S.A.,16,30,30,28,23,25,1035,1125,1804,717,4500,5,45,5.884,1,Romande Energie SA,21,27,17,27,20,21,900,945,2018,1305,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.85,2
